"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: charsetName","Param: latin1","Param: onHeap","Param: targetBufferSize","Param: transferSize"
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Survivor_Space","thrpt",1,5,0.001642,0.006937,"MB/sec",UTF-8,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Survivor_Space.norm","thrpt",1,5,0.001412,0.005980,"B/op",UTF-8,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.count","thrpt",1,5,6.000000,NaN,"counts",UTF-8,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.time","thrpt",1,5,9.000000,NaN,"ms",UTF-8,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer","thrpt",1,5,1780.127698,42.858161,"ops/ms",UTF-8,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.alloc.rate","thrpt",1,5,90.535926,2.182911,"MB/sec",UTF-8,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.002408,0.003141,"B/op",UTF-8,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Eden_Space","thrpt",1,5,90.198046,118.895882,"MB/sec",UTF-8,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Eden_Space.norm","thrpt",1,5,55.836285,74.068733,"B/op",UTF-8,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Survivor_Space","thrpt",1,5,0.001172,0.004589,"MB/sec",UTF-8,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Survivor_Space.norm","thrpt",1,5,0.000728,0.002871,"B/op",UTF-8,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.count","thrpt",1,5,8.000000,NaN,"counts",UTF-8,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.time","thrpt",1,5,13.000000,NaN,"ms",UTF-8,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer","thrpt",1,5,1699.311945,7.223317,"ops/ms",UTF-8,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.alloc.rate","thrpt",1,5,86.426308,0.370272,"MB/sec",UTF-8,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.002519,0.003265,"B/op",UTF-8,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Eden_Space","thrpt",1,5,90.198715,118.898792,"MB/sec",UTF-8,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Eden_Space.norm","thrpt",1,5,58.439617,76.953379,"B/op",UTF-8,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Survivor_Space","thrpt",1,5,0.001926,0.013084,"MB/sec",UTF-8,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Survivor_Space.norm","thrpt",1,5,0.001247,0.008471,"B/op",UTF-8,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.count","thrpt",1,5,8.000000,NaN,"counts",UTF-8,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.time","thrpt",1,5,13.000000,NaN,"ms",UTF-8,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer","thrpt",1,5,1.400692,0.002340,"ops/ms",UTF-8,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.alloc.rate","thrpt",1,5,9.118035,0.015334,"MB/sec",UTF-8,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.alloc.rate.norm","thrpt",1,5,7168.032897,0.012835,"B/op",UTF-8,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",UTF-8,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer","thrpt",1,5,1.971612,0.012446,"ops/ms",UTF-8,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.alloc.rate","thrpt",1,5,12.834983,0.082137,"MB/sec",UTF-8,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.alloc.rate.norm","thrpt",1,5,7168.293350,2.333668,"B/op",UTF-8,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Eden_Space","thrpt",1,5,11.274125,97.073619,"MB/sec",UTF-8,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Eden_Space.norm","thrpt",1,5,6294.752239,54199.715154,"B/op",UTF-8,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Survivor_Space","thrpt",1,5,0.000352,0.003030,"MB/sec",UTF-8,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Survivor_Space.norm","thrpt",1,5,0.196481,1.691763,"B/op",UTF-8,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.count","thrpt",1,5,1.000000,NaN,"counts",UTF-8,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.time","thrpt",1,5,2.000000,NaN,"ms",UTF-8,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer","thrpt",1,5,1.913171,0.007562,"ops/ms",UTF-8,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.alloc.rate","thrpt",1,5,12.454572,0.048663,"MB/sec",UTF-8,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.alloc.rate.norm","thrpt",1,5,7168.301674,2.406723,"B/op",UTF-8,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Eden_Space","thrpt",1,5,11.274109,97.073477,"MB/sec",UTF-8,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.churn.G1_Eden_Space.norm","thrpt",1,5,6493.613599,55911.971441,"B/op",UTF-8,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.count","thrpt",1,5,1.000000,NaN,"counts",UTF-8,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readDirectBuffer:·gc.time","thrpt",1,5,2.000000,NaN,"ms",UTF-8,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,8701.727603,4.122543,"ops/ms",US-ASCII,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,442.562727,0.199731,"MB/sec",US-ASCII,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.002430,0.000018,"B/op",US-ASCII,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space","thrpt",1,5,450.988703,0.024283,"MB/sec",US-ASCII,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space.norm","thrpt",1,5,57.068664,0.028066,"B/op",US-ASCII,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space","thrpt",1,5,0.002110,0.010632,"MB/sec",US-ASCII,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space.norm","thrpt",1,5,0.000267,0.001345,"B/op",US-ASCII,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,40.000000,NaN,"counts",US-ASCII,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.time","thrpt",1,5,27.000000,NaN,"ms",US-ASCII,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,11018.717567,22.150404,"ops/ms",US-ASCII,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.000040,0.000000,"MB/sec",US-ASCII,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,0.000004,0.000000,"B/op",US-ASCII,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",US-ASCII,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,12636.498448,34.454062,"ops/ms",US-ASCII,,,128,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.000040,0.000000,"MB/sec",US-ASCII,,,128,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,0.000003,0.000000,"B/op",US-ASCII,,,128,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",US-ASCII,,,128,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,945.725071,25.176760,"ops/ms",US-ASCII,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,48.098666,1.279901,"MB/sec",US-ASCII,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.002298,0.004848,"B/op",US-ASCII,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space","thrpt",1,5,45.098970,97.078933,"MB/sec",US-ASCII,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space.norm","thrpt",1,5,52.559225,113.150095,"B/op",US-ASCII,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space","thrpt",1,5,0.000434,0.002540,"MB/sec",US-ASCII,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space.norm","thrpt",1,5,0.000506,0.002971,"B/op",US-ASCII,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,4.000000,NaN,"counts",US-ASCII,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.time","thrpt",1,5,6.000000,NaN,"ms",US-ASCII,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,1826.884230,306.126882,"ops/ms",US-ASCII,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,92.913964,15.568885,"MB/sec",US-ASCII,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.002648,0.002677,"B/op",US-ASCII,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space","thrpt",1,5,101.472238,97.079621,"MB/sec",US-ASCII,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space.norm","thrpt",1,5,61.531558,62.963626,"B/op",US-ASCII,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space","thrpt",1,5,0.002537,0.008576,"MB/sec",US-ASCII,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space.norm","thrpt",1,5,0.001531,0.005032,"B/op",US-ASCII,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,9.000000,NaN,"counts",US-ASCII,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.time","thrpt",1,5,14.000000,NaN,"ms",US-ASCII,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,2263.768336,5.318359,"ops/ms",US-ASCII,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.000040,0.000000,"MB/sec",US-ASCII,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,0.000019,0.000000,"B/op",US-ASCII,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",US-ASCII,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,1.123229,0.000833,"ops/ms",US-ASCII,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.057162,0.000047,"MB/sec",US-ASCII,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.038031,0.005999,"B/op",US-ASCII,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",US-ASCII,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,1.148047,0.005126,"ops/ms",US-ASCII,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.058424,0.000261,"MB/sec",US-ASCII,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.036652,0.005911,"B/op",US-ASCII,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",US-ASCII,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,1.556480,0.001943,"ops/ms",US-ASCII,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.079199,0.000102,"MB/sec",US-ASCII,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.029604,0.011504,"B/op",US-ASCII,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",US-ASCII,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,10019.484575,11.042571,"ops/ms",ISO-8859-1,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.000040,0.000000,"MB/sec",ISO-8859-1,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,0.000004,0.000000,"B/op",ISO-8859-1,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",ISO-8859-1,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,12702.078829,12.672640,"ops/ms",ISO-8859-1,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.000040,0.000000,"MB/sec",ISO-8859-1,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,0.000003,0.000000,"B/op",ISO-8859-1,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",ISO-8859-1,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,12634.756931,38.825001,"ops/ms",ISO-8859-1,,,128,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.000040,0.000000,"MB/sec",ISO-8859-1,,,128,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,0.000003,0.000000,"B/op",ISO-8859-1,,,128,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",ISO-8859-1,,,128,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,1086.738570,12.010514,"ops/ms",ISO-8859-1,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,55.270459,0.611346,"MB/sec",ISO-8859-1,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.002488,0.000020,"B/op",ISO-8859-1,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space","thrpt",1,5,56.373269,0.001929,"MB/sec",ISO-8859-1,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space.norm","thrpt",1,5,57.120282,0.631237,"B/op",ISO-8859-1,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space","thrpt",1,5,0.000386,0.002103,"MB/sec",ISO-8859-1,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space.norm","thrpt",1,5,0.000390,0.002124,"B/op",ISO-8859-1,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,5.000000,NaN,"counts",ISO-8859-1,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.time","thrpt",1,5,8.000000,NaN,"ms",ISO-8859-1,,,1024,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,2614.541262,7.215021,"ops/ms",ISO-8859-1,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.000040,0.000000,"MB/sec",ISO-8859-1,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,0.000017,0.000000,"B/op",ISO-8859-1,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",ISO-8859-1,,,1024,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,2674.783665,2.612049,"ops/ms",ISO-8859-1,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.000040,0.000000,"MB/sec",ISO-8859-1,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,0.000016,0.000000,"B/op",ISO-8859-1,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",ISO-8859-1,,,1024,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,1.202067,0.004254,"ops/ms",ISO-8859-1,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.061171,0.000211,"MB/sec",ISO-8859-1,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.035006,0.005710,"B/op",ISO-8859-1,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",ISO-8859-1,,,1048576,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,1.496164,0.003090,"ops/ms",ISO-8859-1,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.076130,0.000162,"MB/sec",ISO-8859-1,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.029942,0.014404,"B/op",ISO-8859-1,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",ISO-8859-1,,,1048576,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,1.549660,0.002726,"ops/ms",ISO-8859-1,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,0.078853,0.000149,"MB/sec",ISO-8859-1,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.030147,0.012519,"B/op",ISO-8859-1,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,0.000000,NaN,"counts",ISO-8859-1,,,1048576,1048576
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,9642.630320,33.698151,"ops/ms",UTF-8,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,490.413118,1.709628,"MB/sec",UTF-8,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.002411,0.000478,"B/op",UTF-8,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space","thrpt",1,5,496.083601,97.067357,"MB/sec",UTF-8,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space.norm","thrpt",1,5,56.650546,11.135707,"B/op",UTF-8,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space","thrpt",1,5,0.001371,0.001304,"MB/sec",UTF-8,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space.norm","thrpt",1,5,0.000157,0.000149,"B/op",UTF-8,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.count","thrpt",1,5,44.000000,NaN,"counts",UTF-8,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.time","thrpt",1,5,28.000000,NaN,"ms",UTF-8,,,128,128
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer","thrpt",1,5,11109.437789,13.820618,"ops/ms",UTF-8,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate","thrpt",1,5,565.013549,0.711349,"MB/sec",UTF-8,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.alloc.rate.norm","thrpt",1,5,56.002371,0.000056,"B/op",UTF-8,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space","thrpt",1,5,563.732498,0.026863,"MB/sec",UTF-8,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Eden_Space.norm","thrpt",1,5,55.875402,0.069466,"B/op",UTF-8,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space","thrpt",1,5,0.000980,0.001443,"MB/sec",UTF-8,,,128,1024
"com.github.marschall.readerbenchmarks.InputStreamReaderBenchmarks.readHeapBuffer:·gc.churn.G1_Survivor_Space.norm","thrpt",1,5,0.000097,0.000143,"B/op",UTF-8,,,128,1024
